"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2016","Bulgaria","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Bulgaria","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,042","b"
"2016","Bulgaria","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Bulgaria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","3,804","b"
"2016","Bulgaria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","3,216","b"
"2016","Czechia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","8,610",""
"2016","Czechia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Czechia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","8,152",""
"2016","Czechia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Czechia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8,465",""
"2016","Czechia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","7,902",""
"2016","Denmark","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","26,191",""
"2016","Denmark","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Denmark","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","23,911",""
"2016","Denmark","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Denmark","Euro","Median equivalised net income","Foreign country","Total","18 years or over","24,311",""
"2016","Denmark","Euro","Median equivalised net income","Reporting country","Total","18 years or over","28,481",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","20,584",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","15,599",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","18,020",""
"2016","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","21,573",""
"2016","Estonia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","7,482","u"
"2016","Estonia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Estonia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","6,568",""
"2016","Estonia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Estonia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","6,578",""
"2016","Estonia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","8,963",""
"2016","Ireland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","20,355",""
"2016","Ireland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Ireland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","18,240",""
"2016","Ireland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Ireland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","20,164",""
"2016","Ireland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","23,402",""
"2016","Greece","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","6,720",""
"2016","Greece","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Greece","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,838",""
"2016","Greece","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Greece","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5,033",""
"2016","Greece","Euro","Median equivalised net income","Reporting country","Total","18 years or over","7,850",""
"2016","Spain","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","8,849",""
"2016","Spain","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Spain","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","7,933",""
"2016","Spain","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Spain","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8,663",""
"2016","Spain","Euro","Median equivalised net income","Reporting country","Total","18 years or over","14,380",""
"2016","France","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","19,695",""
"2016","France","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","France","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","14,856",""
"2016","France","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","France","Euro","Median equivalised net income","Foreign country","Total","18 years or over","16,445",""
"2016","France","Euro","Median equivalised net income","Reporting country","Total","18 years or over","22,413",""
"2016","Croatia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","9,914","u"
"2016","Croatia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Croatia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,514",""
"2016","Croatia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Croatia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5,775",""
"2016","Croatia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","5,792",""
"2016","Italy","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","11,453",""
"2016","Italy","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Italy","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","10,883",""
"2016","Italy","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Italy","Euro","Median equivalised net income","Foreign country","Total","18 years or over","11,063",""
"2016","Italy","Euro","Median equivalised net income","Reporting country","Total","18 years or over","17,380",""
"2016","Cyprus","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","11,733",""
"2016","Cyprus","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Cyprus","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","9,953",""
"2016","Cyprus","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Cyprus","Euro","Median equivalised net income","Foreign country","Total","18 years or over","11,288",""
"2016","Cyprus","Euro","Median equivalised net income","Reporting country","Total","18 years or over","14,841",""
"2016","Latvia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","5,894","u"
"2016","Latvia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Latvia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","5,243",""
"2016","Latvia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Latvia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5,273",""
"2016","Latvia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","6,494",""
"2016","Lithuania","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2016","Lithuania","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Lithuania","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,449",""
"2016","Lithuania","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Lithuania","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,456",""
"2016","Lithuania","Euro","Median equivalised net income","Reporting country","Total","18 years or over","5,732",""
"2016","Luxembourg","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","30,455","b"
"2016","Luxembourg","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Luxembourg","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","21,969","b"
"2016","Luxembourg","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Luxembourg","Euro","Median equivalised net income","Foreign country","Total","18 years or over","29,069","b"
"2016","Luxembourg","Euro","Median equivalised net income","Reporting country","Total","18 years or over","39,947","b"
"2016","Hungary","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","6,221","u"
"2016","Hungary","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Hungary","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":","u"
"2016","Hungary","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Hungary","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5,891","u"
"2016","Hungary","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4,893",""
"2016","Malta","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","16,025",""
"2016","Malta","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Malta","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","12,510",""
"2016","Malta","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Malta","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,774",""
"2016","Malta","Euro","Median equivalised net income","Reporting country","Total","18 years or over","13,748",""
"2016","Netherlands","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","21,244","b"
"2016","Netherlands","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Netherlands","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","14,201","b"
"2016","Netherlands","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Netherlands","Euro","Median equivalised net income","Foreign country","Total","18 years or over","17,884","b"
"2016","Netherlands","Euro","Median equivalised net income","Reporting country","Total","18 years or over","23,025","b"
"2016","Austria","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,027",""
"2016","Austria","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Austria","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","15,206",""
"2016","Austria","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Austria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","16,361",""
"2016","Austria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","25,690",""
"2016","Poland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2016","Poland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Poland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,241","u"
"2016","Poland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Poland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","6,686","u"
"2016","Poland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","5,935",""
"2016","Portugal","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","11,087",""
"2016","Portugal","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Portugal","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","6,504",""
"2016","Portugal","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Portugal","Euro","Median equivalised net income","Foreign country","Total","18 years or over","7,211",""
"2016","Portugal","Euro","Median equivalised net income","Reporting country","Total","18 years or over","8,895",""
"2016","Romania","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2016","Romania","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Romania","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":","u"
"2016","Romania","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Romania","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":","u"
"2016","Romania","Euro","Median equivalised net income","Reporting country","Total","18 years or over","2,533",""
"2016","Slovenia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","9,923",""
"2016","Slovenia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Slovenia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","8,180",""
"2016","Slovenia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Slovenia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8,256",""
"2016","Slovenia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","12,465",""
"2016","Slovakia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","6,122","u"
"2016","Slovakia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Slovakia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":","u"
"2016","Slovakia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Slovakia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5,449","u"
"2016","Slovakia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","7,167",""
"2016","Finland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","21,191",""
"2016","Finland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Finland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","17,512",""
"2016","Finland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Finland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","19,255",""
"2016","Finland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","23,976",""
"2016","Sweden","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","23,268",""
"2016","Sweden","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Sweden","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","13,608",""
"2016","Sweden","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Sweden","Euro","Median equivalised net income","Foreign country","Total","18 years or over","16,220",""
"2016","Sweden","Euro","Median equivalised net income","Reporting country","Total","18 years or over","26,039",""
"2016","United Kingdom","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","22,369",""
"2016","United Kingdom","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","United Kingdom","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","20,842",""
"2016","United Kingdom","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","United Kingdom","Euro","Median equivalised net income","Foreign country","Total","18 years or over","21,659",""
"2016","United Kingdom","Euro","Median equivalised net income","Reporting country","Total","18 years or over","21,854",""
"2016","Iceland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","23,834",""
"2016","Iceland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Iceland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","24,972",""
"2016","Iceland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Iceland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","24,083",""
"2016","Iceland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","29,837",""
"2016","Norway","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","37,857",""
"2016","Norway","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Norway","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","25,261",""
"2016","Norway","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Norway","Euro","Median equivalised net income","Foreign country","Total","18 years or over","33,388",""
"2016","Norway","Euro","Median equivalised net income","Reporting country","Total","18 years or over","40,584",""
"2016","Switzerland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","45,487",""
"2016","Switzerland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Switzerland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","34,316",""
"2016","Switzerland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Switzerland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","41,536",""
"2016","Switzerland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","46,994",""
"2016","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2016","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","1,563","u"
"2016","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","Foreign country","Total","18 years or over","1,858",""
"2016","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","Reporting country","Total","18 years or over","2,339",""
"2016","Serbia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","2,730",""
"2016","Serbia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Serbia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","2,470",""
"2016","Serbia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Serbia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","2,530",""
"2016","Serbia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","2,583",""
"2016","Turkey","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","5,557","u"
"2016","Turkey","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2016","Turkey","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,886",""
"2016","Turkey","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2016","Turkey","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5,032",""
"2016","Turkey","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4,085",""
"2017","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,385","u"
"2017","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,948","e"
"2017","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,262","e"
"2017","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16,786","e"
"2017","European Union (current composition)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,385","u"
"2017","European Union (current composition)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","European Union (current composition)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,948","e"
"2017","European Union (current composition)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","European Union (current composition)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,262","e"
"2017","European Union (current composition)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16,786","e"
"2017","European Union (before the accession of Croatia)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,385","u"
"2017","European Union (before the accession of Croatia)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,948","e"
"2017","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,262","e"
"2017","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16,786","e"
"2017","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,259","e"
"2017","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,816","e"
"2017","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,157","e"
"2017","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19,263","e"
"2017","Euro area (19 countries)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,259","e"
"2017","Euro area (19 countries)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","Euro area (19 countries)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,816","e"
"2017","Euro area (19 countries)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","Euro area (19 countries)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,157","e"
"2017","Euro area (19 countries)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19,263","e"
"2017","Euro area (18 countries)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,262","e"
"2017","Euro area (18 countries)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","Euro area (18 countries)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,826","e"
"2017","Euro area (18 countries)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","Euro area (18 countries)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,163","e"
"2017","Euro area (18 countries)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19,385","e"
"2017","Belgium","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","21,052",""
"2017","Belgium","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","Belgium","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","12,955",""
"2017","Belgium","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2017","Belgium","Euro","Median equivalised net income","Foreign country","Total","18 years or over","17,591",""
"2017","Belgium","Euro","Median equivalised net income","Reporting country","Total","18 years or over","23,334",""
"2017","Bulgaria","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2017","Bulgaria","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2017","Bulgaria","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,237",""
"2017","Bulgaria","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
